date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:47:27	65393/65393	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Oct%202016%2021:45:30%20GMT	http://exprostudio.com/html/Finance/index.html	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/index.html	(from )
08:47:27	212/212	---M--	200	added ('OK')	text/plain	date:Thu,%2028%20Sep%202017%2005:45:45%20GMT	http://exprostudio.com/robots.txt		(from )
08:47:28	3959/3959	---M--	200	added ('OK')	image/png	date:Wed,%2020%20May%202015%2017:39:22%20GMT	http://exprostudio.com/html/Finance/apple-touch-icon.png	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/apple-touch-icon.png	(from http://exprostudio.com/html/Finance/index.html)
08:47:29	121260/121260	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/bootstrap.min.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/bootstrap.min.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:30	7881/7881	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/normalize.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/normalize.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:31	28758/28758	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/font-awesome.min.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/font-awesome.min.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:31	786/786	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/icomoon.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/icomoon.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:31	5592/5592	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/transitions.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/transitions.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:32	1476/1476	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/owl.carousel.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/owl.carousel.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:33	19888/19888	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/prettyPhoto.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/prettyPhoto.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:33	1547/1547	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/owl.theme.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/owl.theme.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:34	83850/83850	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/main.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/main.css	(from http://exprostudio.com/html/Finance/index.html)
08:47:35	4578/4578	---M--	200	added ('OK')	text/css	date:Thu,%2013%20Oct%202016%2012:43:50%20GMT	http://exprostudio.com/html/Finance/css/color.css	C:/My%20Web%20Sites/morgansng/exprostudio.com/html/Finance/css/color.css	(from http://exprostudio.com/html/Finance/index.html)
